dia,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
3,248,248,248,248,248,247,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,247,248,248,248,247,247
3,249,249,249,249,249,248,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,248,249,249,249,248,248
3,250,250,250,250,250,249,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,249,250,250,250,249,249
3,251,251,251,251,251,250,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,250,251,251,251,250,250
3,252,252,252,252,252,251,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,251,252,252,252,251,251
3,253,253,253,253,253,252,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,252,253,253,253,252,252
3,254,254,254,254,254,253,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,253,254,254,254,253,253
3,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,254
3,256,256,256,256,256,255,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,255,256,256,256,255,255
3,257,257,257,257,257,256,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,256,257,257,257,256,256
3,258,258,258,258,258,257,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,257,258,258,258,257,257
3,259,259,259,259,259,258,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,258,259,259,259,258,258
3,260,260,260,260,260,259,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,259,260,260,260,259,259
3,261,261,261,261,261,260,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,260,261,261,261,260,260
3,262,262,262,262,262,261,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,261,262,262,262,261,261
3,263,263,263,263,263,262,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,262,263,263,263,262,262
3,264,264,264,264,264,263,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,263,264,264,264,263,263
3,265,265,265,265,265,264,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,264,265,265,265,264,264
3,266,266,266,266,266,265,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,265,266,266,266,265,265
3,267,267,267,267,267,266,267,267,267,267,267,267,266,267,267,267,267,267,267,267,267,266,267,267,267,266,266
3,268,268,268,268,268,267,268,268,268,268,268,268,266,268,268,268,268,268,268,268,268,267,268,268,268,267,267
3,269,269,269,269,269,268,269,269,269,269,269,269,266,269,269,269,269,269,269,269,269,268,269,269,269,268,268
3,270,270,270,270,270,269,270,270,270,270,270,270,266,270,270,270,270,270,270,270,270,269,270,270,270,269,269
3,271,271,271,271,271,270,271,271,271,271,271,271,266,271,271,271,271,271,271,271,271,270,271,271,271,270,270
3,272,272,272,272,272,271,272,272,272,272,272,272,266,272,272,272,272,272,272,272,272,271,272,272,272,271,271
3,273,273,273,273,273,272,273,273,273,273,273,273,266,273,273,273,273,273,273,273,273,272,273,273,273,272,272
3,274,274,274,274,274,273,274,274,274,274,274,274,266,274,274,274,274,274,274,274,274,273,274,274,274,273,273
3,275,275,275,275,275,274,275,275,275,275,275,275,266,275,275,275,275,275,275,275,275,274,275,275,275,274,274
3,276,276,276,276,276,275,276,276,276,276,276,276,266,276,276,276,276,276,276,276,276,275,276,276,276,275,275
3,277,277,277,277,277,276,277,277,277,277,277,277,266,277,277,277,277,277,277,277,277,276,277,277,277,276,276
3,278,278,278,278,278,277,278,278,278,278,278,278,266,278,278,278,278,278,278,278,278,277,278,278,278,277,277
3,279,279,279,279,279,278,279,279,279,279,279,279,266,279,279,279,279,279,279,279,279,278,279,279,279,278,278
3,280,280,280,280,280,279,280,280,280,280,280,280,266,280,280,280,280,280,280,280,280,279,280,280,280,279,279
3,281,281,281,281,281,280,281,281,281,281,281,281,266,281,281,281,281,281,281,281,281,280,281,281,281,280,280
3,282,282,282,282,282,281,282,282,282,282,282,282,266,282,282,282,282,282,282,282,282,281,282,282,282,281,281
3,283,283,283,283,283,282,283,283,283,283,283,283,266,283,283,283,283,283,283,283,283,282,283,283,283,282,282
3,284,284,284,284,284,283,284,284,284,284,284,284,266,284,284,284,284,284,284,284,284,283,284,284,284,283,283
3,285,285,285,285,285,284,285,285,285,285,285,285,266,285,285,285,285,285,285,285,285,284,285,285,285,284,284
4,286,286,286,286,286,285,286,286,286,286,286,286,266,286,286,286,286,286,286,286,286,285,286,286,286,285,285
4,287,287,287,287,287,286,287,287,287,287,287,287,266,287,287,287,287,287,287,287,287,286,287,287,287,286,286
4,288,288,288,288,288,287,288,288,288,288,288,288,266,288,288,288,288,288,288,288,288,287,288,288,288,287,287
4,289,289,289,289,289,288,289,289,289,289,289,289,266,289,289,289,289,289,289,289,289,288,289,289,289,288,288
4,290,290,290,290,290,289,290,290,290,290,290,290,266,290,290,290,290,290,290,290,290,289,290,290,290,289,289
4,291,291,291,291,291,290,291,291,291,291,291,291,266,291,291,291,291,291,291,291,291,290,291,291,291,290,290
4,292,292,292,292,292,291,292,292,292,292,292,292,266,292,292,292,292,292,292,292,292,291,292,292,292,291,291
4,293,293,293,293,293,292,293,293,293,293,293,293,266,293,293,293,293,293,293,293,293,292,293,293,293,292,292
4,294,294,294,294,294,293,294,294,294,294,294,294,266,294,294,294,294,294,294,294,294,293,294,294,294,293,293
4,295,295,295,295,295,294,295,295,295,295,295,295,266,295,295,295,295,295,295,295,295,294,295,295,295,294,294
4,296,296,296,296,296,295,296,296,296,296,296,296,266,296,296,296,296,296,296,296,296,295,296,296,296,295,295
4,297,297,297,297,297,296,297,297,297,297,297,297,266,297,297,297,297,297,297,297,297,296,297,297,297,296,296
4,298,298,298,298,298,297,298,298,298,298,298,298,266,298,298,298,298,298,298,298,298,297,298,298,298,297,297
4,299,299,299,299,299,298,299,299,299,299,299,299,266,299,299,299,299,299,299,299,299,298,299,299,299,298,298
4,300,300,300,300,300,299,300,300,300,300,300,300,266,300,300,300,300,300,300,300,300,299,300,300,300,299,299
4,301,301,301,301,301,300,301,301,301,301,301,301,266,301,301,301,301,301,301,301,301,300,301,301,301,300,300
4,302,302,302,302,302,301,302,302,302,302,302,302,266,302,302,302,302,302,302,302,302,301,302,302,302,301,301
4,303,303,303,303,303,302,303,303,303,303,303,303,266,303,303,303,303,303,303,303,303,302,303,303,303,302,302
4,304,304,304,304,304,303,304,304,304,304,304,304,266,304,304,304,304,304,304,304,304,303,304,304,304,303,303
4,305,305,305,305,305,304,305,305,305,305,305,305,266,305,305,305,305,305,305,305,305,304,305,305,305,304,304
4,306,306,306,306,306,305,306,306,306,306,306,306,266,306,306,306,306,306,306,306,306,305,306,306,306,305,305
4,307,307,307,307,307,306,307,307,307,307,307,307,266,307,307,307,307,307,307,307,307,306,307,307,307,306,306
4,308,308,308,308,308,307,308,308,308,308,308,308,266,308,308,308,308,308,308,308,308,307,308,308,308,307,307
4,309,309,309,309,309,308,309,309,309,309,309,309,266,309,309,309,309,309,309,309,309,308,309,309,309,308,308
4,310,310,310,310,310,309,310,310,310,310,310,310,266,310,310,310,310,310,310,310,310,309,310,310,310,309,309
4,311,311,311,311,311,310,311,311,311,311,311,311,266,311,311,311,311,311,311,311,311,310,311,311,311,310,310
4,312,312,312,312,312,311,312,312,312,312,312,312,266,312,312,312,312,312,312,312,312,311,312,312,312,311,311
4,313,313,313,313,313,312,313,313,313,313,313,313,266,313,313,313,313,313,313,313,313,312,313,313,313,312,312
4,314,314,314,314,314,313,314,314,314,314,314,314,266,314,314,314,314,314,314,314,314,313,314,314,314,313,313
4,315,315,315,315,315,314,315,315,315,315,315,315,266,315,315,315,315,315,315,315,315,314,315,315,315,314,314
4,316,316,316,316,316,315,316,316,316,316,316,316,266,316,316,316,316,316,316,316,316,315,316,316,316,315,315
4,317,317,317,317,317,316,317,317,317,317,317,317,266,317,317,317,317,317,317,317,317,316,317,317,317,316,316
4,318,318,318,318,318,317,318,318,318,318,318,318,266,318,318,318,318,318,318,318,318,317,318,318,318,317,317
4,319,319,319,319,319,318,319,319,319,319,319,319,266,319,319,319,319,319,319,319,319,318,319,319,319,318,318
4,320,320,320,320,320,319,320,320,320,320,320,320,266,320,320,320,320,320,320,320,320,319,320,320,320,319,319
4,321,321,321,321,321,320,321,321,321,321,321,321,266,321,321,321,321,321,321,321,321,320,321,321,321,320,320
4,322,322,322,322,322,321,322,322,322,322,322,322,266,322,322,322,322,322,322,322,322,321,322,322,322,321,321
4,323,323,323,323,323,322,323,323,323,323,323,323,266,323,323,323,323,323,323,323,323,322,323,323,323,322,322
4,324,324,324,324,324,323,324,324,324,324,324,324,266,324,324,324,324,324,324,324,324,323,324,324,324,323,323
4,325,325,325,325,325,324,325,325,325,325,325,325,266,325,325,325,325,325,325,325,325,324,325,325,325,324,324
4,326,326,326,326,326,325,326,326,326,326,326,326,266,326,326,326,326,326,326,326,326,325,326,326,326,325,325
4,327,327,327,327,327,326,327,327,327,327,327,327,266,327,327,327,327,327,327,327,327,326,327,327,327,326,326
4,328,328,328,328,328,327,328,328,328,328,328,328,266,328,328,328,328,328,328,328,328,327,328,328,328,327,326
4,329,329,329,329,329,328,329,329,329,329,329,329,266,329,329,329,329,329,329,329,329,328,329,329,329,328,326
4,330,330,330,330,330,329,330,330,330,330,330,330,266,330,330,330,330,330,330,330,330,329,330,330,330,329,326
4,331,331,331,331,331,330,331,331,331,331,331,331,266,331,331,331,331,331,331,331,331,330,331,331,331,330,326
4,332,332,332,332,332,331,332,332,332,332,332,332,266,332,332,332,332,332,332,332,332,331,332,332,332,331,326
4,333,333,333,333,333,332,333,333,333,333,333,333,266,333,333,333,333,333,333,333,333,332,333,333,333,332,326
4,334,334,334,334,334,333,334,334,334,334,334,334,266,334,334,334,334,334,334,334,334,333,334,334,334,333,326
4,335,335,335,335,335,334,335,335,335,335,335,335,266,335,335,335,335,335,335,335,335,334,335,335,335,334,326
4,336,336,336,336,336,335,336,336,336,336,336,336,266,336,336,336,336,336,336,336,336,335,336,336,336,335,326
4,337,337,337,337,337,336,337,337,337,337,337,337,266,337,337,337,337,337,337,337,337,336,337,337,337,336,326
4,338,338,338,338,338,337,338,338,338,338,338,338,266,338,338,338,338,338,338,338,338,337,338,338,338,337,326
4,339,339,339,339,339,338,339,339,339,339,339,339,266,339,339,339,339,339,339,339,339,338,339,339,339,338,326
4,340,340,340,340,340,339,340,340,340,340,340,340,266,340,340,340,340,340,340,340,340,339,340,340,340,339,326
4,341,341,341,341,341,340,341,341,341,341,341,341,266,341,341,341,341,341,341,341,341,340,341,341,341,340,326
4,342,342,342,342,342,341,342,342,342,342,342,342,266,342,342,342,342,342,342,342,342,341,342,342,342,341,326
4,343,343,343,343,343,342,343,343,343,343,343,343,266,343,343,343,343,343,343,343,343,342,343,343,343,342,326
4,344,344,344,344,344,343,344,344,344,344,344,344,266,344,344,344,344,344,344,344,344,343,344,344,344,343,326
4,345,345,345,345,345,344,345,345,345,345,345,345,266,345,345,345,345,345,345,345,345,344,345,345,345,344,326
4,346,346,346,346,346,345,346,346,346,346,346,346,266,346,346,346,346,346,346,346,346,345,346,346,346,345,326
4,347,347,347,347,347,346,347,347,347,347,347,347,266,347,347,347,347,347,347,347,347,346,347,347,347,346,326
4,348,348,348,348,348,347,348,348,348,348,348,348,266,348,348,348,348,348,348,348,348,347,348,348,348,347,326
4,349,349,349,349,349,348,349,349,349,349,349,349,266,349,349,349,349,349,349,349,349,348,349,349,349,348,326
4,350,350,350,350,350,349,350,350,350,350,350,350,266,350,350,350,350,350,350,350,350,349,350,350,350,349,326
4,351,351,351,351,351,350,351,351,351,351,351,351,266,351,351,351,351,351,351,351,351,350,351,351,351,350,326
4,352,352,352,352,352,351,352,352,352,352,352,352,266,352,352,352,352,352,352,352,352,351,352,352,352,351,326
4,353,353,353,353,353,352,353,353,353,353,353,353,266,353,353,353,353,353,353,353,353,352,353,353,353,352,326
4,354,354,354,354,354,353,354,354,354,354,354,354,266,354,354,354,354,354,354,354,354,353,354,354,354,353,326
4,355,355,355,355,355,354,355,355,355,355,355,355,266,355,355,355,355,355,355,355,355,354,355,355,355,354,326
4,356,356,356,356,356,355,356,356,356,356,356,356,266,356,356,356,356,356,356,356,356,355,356,356,356,355,326
4,357,357,357,357,357,356,357,357,357,357,357,357,266,357,357,357,357,357,357,357,357,356,357,357,357,356,326
4,358,358,358,358,358,357,358,358,358,358,358,358,266,358,358,358,358,358,358,358,358,357,358,358,358,357,326
4,359,359,359,359,359,358,359,359,359,359,359,359,266,359,359,359,359,359,359,359,359,358,359,359,359,358,326
4,360,360,360,360,360,359,360,360,360,360,360,360,266,360,360,360,360,360,360,360,360,359,360,360,360,359,326
4,361,361,361,361,361,360,361,361,361,361,361,361,266,361,361,361,361,361,361,361,361,360,361,361,361,360,326
4,362,362,362,362,362,361,362,362,362,362,362,362,266,362,362,362,362,362,362,362,362,361,362,362,362,361,326
4,363,363,363,363,363,362,363,363,363,363,363,363,266,363,363,363,363,363,363,363,363,362,363,363,363,362,326
4,364,364,364,364,364,363,364,364,364,364,364,364,266,364,364,364,364,364,364,364,364,363,364,364,364,363,326
4,365,365,365,365,365,364,365,365,365,365,365,365,266,365,365,365,365,365,365,365,365,364,365,365,365,364,326
4,366,366,366,366,366,365,366,366,366,366,366,366,266,366,366,366,366,366,366,366,366,365,366,366,366,365,326
4,367,367,367,367,367,366,367,367,367,367,367,367,266,367,367,367,367,367,367,367,367,366,367,367,367,366,326
4,368,368,368,368,368,367,368,368,368,368,368,368,266,368,368,368,368,368,368,368,368,367,368,368,368,367,326
4,369,369,369,369,369,368,369,369,369,369,369,369,266,369,369,369,369,369,369,369,369,368,369,369,369,368,326
4,370,370,370,370,370,369,370,370,370,370,370,370,266,370,370,370,370,370,370,370,370,369,370,370,370,369,326
4,371,371,371,371,371,370,371,371,371,371,371,371,266,371,371,371,371,371,371,371,371,370,371,371,371,370,326
4,372,372,372,372,372,371,372,372,372,372,372,372,266,372,372,372,372,372,372,372,372,371,372,372,372,371,326
4,373,373,373,373,373,372,373,373,373,373,373,373,266,373,373,373,373,373,373,373,373,372,373,373,373,372,326
4,374,374,374,374,374,373,374,374,374,374,374,374,266,374,374,374,374,374,374,374,374,373,374,374,374,373,326
4,375,375,375,375,375,374,375,375,375,375,375,375,266,375,375,375,375,375,375,375,375,374,375,375,375,374,326
4,376,376,376,376,376,375,376,376,376,376,376,376,266,376,376,376,376,376,376,376,376,375,376,376,376,375,326
4,377,377,377,377,377,376,377,377,377,377,377,377,266,377,377,377,377,377,377,377,377,376,377,377,377,376,326
4,378,378,378,378,378,377,378,378,378,378,378,378,266,378,378,378,378,378,378,378,378,377,378,378,378,377,326
4,379,379,379,379,379,378,379,379,379,379,379,379,266,379,379,379,379,379,379,379,379,378,379,379,379,378,326
4,380,380,380,380,380,379,380,380,380,380,380,380,266,380,380,380,380,380,380,380,380,379,380,380,380,379,326
5,381,381,381,381,381,380,381,381,381,381,381,381,266,381,381,381,381,381,381,381,381,380,381,381,381,380,326
5,382,382,382,382,382,381,382,382,382,382,382,382,266,382,382,382,382,382,382,382,382,381,382,382,382,381,326
5,383,383,383,383,383,382,383,383,383,383,383,383,266,383,383,383,383,383,383,383,383,382,383,383,383,382,326
5,384,384,384,384,384,383,384,384,384,384,384,384,266,384,384,384,384,384,384,384,384,383,384,384,384,383,326
5,385,385,385,385,385,384,385,385,385,385,385,385,266,385,385,385,385,385,385,385,385,384,385,385,385,384,326
5,386,386,386,386,386,385,386,386,386,386,386,386,266,386,386,386,386,386,386,386,386,385,386,386,386,385,326
5,387,387,387,387,387,386,387,387,387,387,387,387,266,387,387,387,387,387,387,387,387,386,387,387,387,386,326
5,388,388,388,388,388,387,388,388,388,388,388,388,266,388,388,388,388,388,388,388,388,387,388,388,388,387,326
5,389,389,389,389,389,388,389,389,389,389,389,389,266,389,389,389,389,389,389,389,389,388,389,389,389,388,326
5,390,390,390,390,390,389,390,390,390,390,390,390,266,390,390,390,390,390,390,390,390,389,390,390,390,389,326
5,391,391,391,391,391,390,391,391,391,391,391,391,266,391,391,391,391,391,391,391,391,390,391,391,391,390,326
5,392,392,392,392,392,391,392,392,392,392,392,392,266,392,392,392,392,392,392,392,392,391,392,392,392,391,326
5,393,393,393,393,393,392,393,393,393,393,393,393,266,393,393,393,393,393,393,393,393,392,393,393,393,392,326
5,394,394,394,394,394,393,394,394,394,394,394,394,266,394,394,394,394,394,394,394,394,393,394,394,394,393,326
5,395,395,395,395,395,394,395,395,395,395,395,395,266,395,395,395,395,395,395,395,395,394,395,395,395,394,326
5,396,396,396,396,396,395,396,396,396,396,396,396,266,396,396,396,396,396,396,396,396,395,396,396,396,395,326
5,397,397,397,397,397,396,397,397,397,397,397,397,266,397,397,397,397,397,397,397,397,396,397,397,397,396,326
5,398,398,398,398,398,397,398,398,398,398,398,398,266,398,398,398,398,398,398,398,398,397,398,398,398,397,326
5,399,399,399,399,399,398,399,399,399,399,399,399,266,399,399,399,399,399,399,399,399,398,399,399,399,398,326
5,400,400,400,400,400,399,400,400,400,400,400,400,266,400,400,400,400,400,400,400,400,399,400,400,400,399,326
5,401,401,401,401,401,400,401,401,401,401,401,401,266,401,401,401,401,401,401,401,401,400,401,401,401,400,326
5,402,402,402,402,402,401,402,402,402,402,402,402,266,402,402,402,402,402,402,402,402,401,402,402,402,401,326
5,403,403,403,403,403,402,403,403,403,403,403,403,266,403,403,403,403,403,403,403,403,402,403,403,403,402,326
5,404,404,404,404,404,403,404,404,404,404,404,404,266,404,404,404,404,404,404,404,404,403,404,404,404,403,326
5,405,405,405,405,405,404,405,405,405,405,405,405,266,405,405,405,405,405,405,405,405,404,405,405,405,404,326
5,406,406,406,406,406,405,406,406,406,406,406,406,266,406,406,406,406,406,406,406,406,405,406,406,406,405,326
5,407,407,407,407,407,406,407,407,407,407,407,407,266,407,407,407,407,407,407,407,407,406,407,407,407,406,326
5,408,408,408,408,408,407,408,408,408,408,408,408,266,408,408,408,408,408,408,408,408,407,408,408,408,407,326
5,409,409,409,409,409,408,409,409,409,409,409,409,266,409,409,409,409,409,409,409,409,408,409,409,409,408,326
5,410,410,410,410,410,409,410,410,410,410,410,410,266,410,410,410,410,410,410,410,410,409,410,410,410,409,326
5,411,411,411,411,411,410,411,411,411,411,411,411,266,411,411,411,411,411,411,411,411,410,411,411,411,410,326
5,412,412,412,412,412,411,412,412,412,412,412,412,266,412,412,412,412,412,412,412,412,411,412,412,412,411,326
5,413,413,413,413,413,412,413,413,413,413,413,413,266,413,413,413,413,413,413,413,413,412,413,413,413,412,326
5,414,414,414,414,414,413,414,414,414,414,414,414,266,414,414,414,414,414,414,414,414,413,414,414,414,413,326
5,415,415,415,415,415,414,415,415,415,415,415,415,266,415,415,415,415,415,415,415,415,414,415,415,415,414,326
5,416,416,416,416,416,415,416,416,416,416,416,416,266,416,416,416,416,416,416,416,416,415,416,416,416,415,326
5,417,417,417,417,417,416,417,417,417,417,417,417,266,417,417,417,417,417,417,417,417,416,417,417,417,416,326
5,418,418,418,418,418,417,418,418,418,418,418,418,266,418,418,418,418,418,418,418,418,417,418,418,418,417,326
5,419,419,419,419,419,418,419,419,419,419,419,419,266,419,419,419,419,419,419,419,419,418,419,419,419,418,326
5,420,420,420,420,420,419,420,420,420,420,420,420,266,420,420,420,420,420,420,420,420,419,420,420,420,419,326
5,421,421,421,421,421,420,421,421,421,421,421,421,266,421,421,421,421,421,421,421,421,420,421,421,421,420,326
5,422,422,422,422,422,421,422,422,422,422,422,422,266,422,422,422,422,422,422,422,422,421,422,422,422,421,326
5,423,423,423,423,423,422,423,423,423,423,423,423,266,423,423,423,423,423,423,423,423,422,423,423,423,422,326
5,424,424,424,424,424,423,424,424,424,424,424,424,266,424,424,424,424,424,424,424,424,423,424,424,424,423,326
5,425,425,425,425,425,424,425,425,425,425,425,425,266,425,425,425,425,425,425,425,425,424,425,425,425,424,326
5,426,426,426,426,426,425,426,426,426,426,426,426,266,426,426,426,426,426,426,426,426,425,426,426,426,425,326
5,427,427,427,427,427,426,427,427,427,427,427,427,266,427,427,427,427,427,427,427,427,426,427,427,427,426,326
5,428,428,428,428,428,427,428,428,428,428,428,428,266,428,428,428,428,428,428,428,428,427,428,428,428,427,326
5,429,429,429,429,429,428,429,429,429,429,429,429,266,429,429,429,429,429,429,429,429,428,429,429,429,428,326
5,430,430,430,430,430,429,430,430,430,430,430,430,266,430,430,430,430,430,430,430,430,429,430,430,430,429,326
5,431,431,431,431,431,430,431,431,431,431,431,431,266,431,431,431,431,431,431,431,431,430,431,431,431,430,326
5,432,432,432,432,432,431,432,432,432,432,432,432,266,432,432,432,432,432,432,432,432,431,432,432,432,431,326
5,433,433,433,433,433,432,433,433,433,433,433,433,266,433,433,433,433,433,433,433,433,432,433,433,433,432,326
5,434,434,434,434,434,433,434,434,434,434,434,434,266,434,434,434,434,434,434,434,434,433,434,434,434,433,326
5,435,435,435,435,435,434,435,435,435,435,435,435,266,435,435,435,435,435,435,435,435,434,435,435,435,434,326
5,436,436,436,436,436,435,436,436,436,436,436,436,266,436,436,436,436,436,436,436,436,435,436,436,436,435,326
